bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,Fraud Savings,FP Loss,Overall Savings
30.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,75016.0,72360.0,2656.0,29.35544593015708,74.66966544841158,45.3142195182545,27.24397590361446,10624000.0,7236000.0,3388000.0
31.0,2500.0,2483.0,17.0,99.32,0.6800000000000068,77516.0,74843.0,2673.0,30.362764507334806,75.1475962890076,44.78483178167279,27.999625888514778,10692000.0,7484300.0,3207700.0
32.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,80017.0,77332.0,2685.0,31.372517201090485,75.48495923531065,44.112442034220166,28.80148975791434,10740000.0,7733200.0,3006800.0
33.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,82517.0,79818.0,2699.0,32.38105283655719,75.8785493393309,43.497496502773714,29.57317525009263,10796000.0,7981800.0,2814200.0
34.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,85018.0,82304.0,2714.0,33.38958847202389,76.30025302220973,42.91066455018584,30.325718496683862,10856000.0,8230400.0,2625600.0
35.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,87519.0,84785.0,2734.0,34.39609567700896,76.8625245993815,42.46642892237254,31.011338697878568,10936000.0,8478500.0,2457500.0
36.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,90019.0,87274.0,2745.0,35.40584837076464,77.17177396682598,41.765925596061344,31.793806921675774,10980000.0,8727400.0,2252600.0
37.0,2501.0,2493.0,8.0,99.68012794882047,0.3198720511795301,92520.0,89767.0,2753.0,36.41722380890562,77.39668259769469,40.979458788789074,32.60697420995278,11012000.0,8976700.0,2035300.0
38.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,95020.0,92249.0,2771.0,37.42413669998702,77.90272701714929,40.47859031716227,33.290869722121975,11084000.0,9224900.0,1859100.0
39.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,97521.0,94735.0,2786.0,38.43267233545372,78.32443070002812,39.8917583645744,34.003948312993536,11144000.0,9473500.0,1670500.0
40.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,100021.0,97220.0,2801.0,39.440802284824095,78.74613438290694,39.30533209808285,34.709032488397,11204000.0,9722000.0,1482000.0
41.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,102522.0,99711.0,2811.0,40.451366350772425,79.02727017149283,38.575903820720406,35.47171824973319,11244000.0,9971100.0,1272900.0
42.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,105022.0,102197.0,2825.0,41.459901986239124,79.42086027551308,37.960958289273954,36.17592920353982,11300000.0,10219700.0,1080300.0
43.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,107523.0,104680.0,2843.0,42.46722056341685,79.92690469496767,37.45968413155082,36.82026028842772,11372000.0,10468000.0,904000.0
44.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,110023.0,107169.0,2854.0,43.47697325717253,80.23615406241214,36.75918080523961,37.550455501051154,11416000.0,10716900.0,699100.0
45.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,112524.0,109652.0,2872.0,44.48429183435025,80.74219848186674,36.257906647516485,38.17966573816156,11488000.0,10965200.0,522800.0
46.0,2500.0,2488.0,12.0,99.52,0.480000000000004,115024.0,112140.0,2884.0,45.49363884200961,81.07956142816981,35.5859225861602,38.883495145631066,11536000.0,11214000.0,322000.0
47.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,117525.0,114632.0,2893.0,46.50460859405426,81.3325836378971,34.82797504384284,39.62391980642931,11572000.0,11463200.0,108800.0
48.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,120025.0,117122.0,2903.0,47.51476697390627,81.61371942648299,34.09895245257672,40.345160179125045,11612000.0,11712200.0,-100200.0
49.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,122526.0,119605.0,2921.0,48.522085551084,82.11976384593758,33.59767829485359,40.9465936323177,11684000.0,11960500.0,-276500.0
50.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,125027.0,122093.0,2934.0,49.53143255874335,82.48524037109924,32.95380781235589,41.613156100886165,11736000.0,12209300.0,-473300.0
51.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,127527.0,124579.0,2948.0,50.53996819421005,82.87883047511949,32.33886228090944,42.25881953867029,11792000.0,12457900.0,-665900.0
52.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,130028.0,127065.0,2963.0,51.54850382967675,83.30053415799831,31.752030328321567,42.88390145123186,11852000.0,12706500.0,-854500.0
53.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,132528.0,129551.0,2977.0,52.557039465143454,83.69412426201856,31.137084796875108,43.51729929459187,11908000.0,12955100.0,-1047100.0
54.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,135029.0,132041.0,2988.0,53.567197844995455,84.00337362946303,30.436175784467572,44.19042838018741,11952000.0,13204100.0,-1252100.0
55.0,2500.0,2488.0,12.0,99.52,0.480000000000004,137529.0,134529.0,3000.0,54.57654485265481,84.3407365757661,29.76419172311129,44.843,12000000.0,13452900.0,-1452900.0
56.0,2501.0,2484.0,17.0,99.32027189124351,0.6797281087564926,140030.0,137013.0,3017.0,55.58426911592886,84.8186674163621,29.23439830043324,45.41365594961883,12068000.0,13701300.0,-1633300.0
57.0,2500.0,2481.0,19.0,99.24,0.7600000000000051,142530.0,139494.0,3036.0,56.59077632091393,85.3528254146753,28.762049093761362,45.94664031620553,12144000.0,13949400.0,-1805400.0
58.0,2501.0,2495.0,6.0,99.76009596161535,0.23990403838465113,145031.0,141989.0,3042.0,57.60296313124756,85.52150688782682,27.918543756579254,46.67619986850756,12168000.0,14198900.0,-2030900.0
59.0,2500.0,2487.0,13.0,99.48,0.519999999999996,147531.0,144476.0,3055.0,58.61190445281059,85.88698341298847,27.27507896017788,47.29165302782324,12220000.0,14447600.0,-2227600.0
60.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,150032.0,146957.0,3075.0,59.61841165779566,86.44925499016024,26.83084333236458,47.79089430894309,12300000.0,14695700.0,-2395700.0
61.0,2500.0,2487.0,13.0,99.48,0.519999999999996,152532.0,149444.0,3088.0,60.62735297935869,86.8147315153219,26.187378535963205,48.395077720207254,12352000.0,14944400.0,-2592400.0
62.0,2501.0,2490.0,11.0,99.56017592962814,0.43982407037185567,155033.0,151934.0,3099.0,61.6375113592107,87.12398088276638,25.486469523555677,49.02678283317199,12396000.0,15193400.0,-2797400.0
63.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,157533.0,154425.0,3108.0,62.64807542515903,87.37700309249368,24.728927667334652,49.68629343629344,12432000.0,15442500.0,-3010500.0
64.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,160034.0,156916.0,3118.0,63.65863949110736,87.65813888107957,23.999499389972208,50.32584990378448,12472000.0,15691600.0,-3219600.0
65.0,2500.0,2488.0,12.0,99.52,0.480000000000004,162534.0,159404.0,3130.0,64.66798649876671,87.99550182738263,23.327515328615917,50.92779552715655,12520000.0,15940400.0,-3420400.0
66.0,2501.0,2494.0,7.0,99.72011195521792,0.2798880447820835,165035.0,161898.0,3137.0,65.67976762300403,88.19229687939274,22.512529256388717,51.60918074593561,12548000.0,16189800.0,-3641800.0
67.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,167536.0,164385.0,3151.0,66.68870894456705,88.58588698341299,21.897178038845936,52.169152649952395,12604000.0,16438500.0,-3834500.0
68.0,2500.0,2487.0,13.0,99.48,0.519999999999996,170036.0,166872.0,3164.0,67.69765026613008,88.95136350857464,21.25371324244456,52.740834386852086,12656000.0,16687200.0,-4031200.0
69.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,172537.0,169357.0,3180.0,68.70578021550045,89.40118077031207,20.695400554811613,53.25691823899371,12720000.0,16935700.0,-4215700.0
70.0,2500.0,2487.0,13.0,99.48,0.519999999999996,175037.0,171844.0,3193.0,69.71472153706348,89.76665729547372,20.051935758410238,53.81897901659881,12772000.0,17184400.0,-4412400.0
71.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,177538.0,174333.0,3205.0,70.72447423081915,90.10402024177678,19.379546010957625,54.39407176287052,12820000.0,17433300.0,-4613300.0
72.0,2500.0,2487.0,13.0,99.48,0.519999999999996,180038.0,176820.0,3218.0,71.73341555238218,90.46949676693843,18.73608121455625,54.94717215661902,12872000.0,17682000.0,-4810000.0
73.0,2501.0,2480.0,21.0,99.16033586565374,0.8396641343462647,182539.0,179300.0,3239.0,72.73951707127094,91.0598819229688,18.32036485169786,55.35659154059895,12956000.0,17930000.0,-4974000.0
74.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,185039.0,181792.0,3247.0,73.7504868233156,91.28479055383751,17.534303730521913,55.98768093624884,12988000.0,18179200.0,-5191200.0
75.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,187540.0,184284.0,3256.0,74.76145657536026,91.5378127635648,16.776356188204545,56.5982800982801,13024000.0,18428400.0,-5404400.0
76.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,190040.0,186773.0,3267.0,75.77120926911593,91.84706213100928,16.075852861893352,57.1695745332109,13068000.0,18677300.0,-5609300.0
77.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,192541.0,189260.0,3281.0,76.78015059067896,92.24065223502951,15.460501644350558,57.68363303870771,13124000.0,18926000.0,-5802000.0
78.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,195041.0,191749.0,3292.0,77.78990328443463,92.549901602474,14.759998318039365,58.24696233292831,13168000.0,19174900.0,-6006900.0
79.0,2501.0,2494.0,7.0,99.72011195521792,0.2798880447820835,197542.0,194243.0,3299.0,78.80168440867195,92.74669665448411,13.945012245812165,58.879357381024555,13196000.0,19424300.0,-6228300.0
80.0,2500.0,2488.0,12.0,99.52,0.480000000000004,200042.0,196731.0,3311.0,79.8110314163313,93.08405960078719,13.273028184455882,59.41739655693144,13244000.0,19673100.0,-6429100.0
81.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,202543.0,199216.0,3327.0,80.81916136570167,93.5338768625246,12.714715496822919,59.87856928163511,13308000.0,19921600.0,-6613600.0
82.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,205043.0,201702.0,3341.0,81.82769700116837,93.92746696654484,12.099769965376467,60.37174498653098,13364000.0,20170200.0,-6806200.0
83.0,2501.0,2491.0,10.0,99.60015993602559,0.3998400639744091,207544.0,204193.0,3351.0,82.8382610671167,94.20860275513073,11.370341688014022,60.934944792599225,13404000.0,20419300.0,-7015300.0
84.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,210045.0,206685.0,3360.0,83.84923081916136,94.46162496485803,10.612394145696669,61.513392857142854,13440000.0,20668500.0,-7228500.0
85.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,212545.0,209175.0,3370.0,84.85938919901338,94.74276075344392,9.88337155443054,62.06973293768546,13480000.0,20917500.0,-7437500.0
86.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,215046.0,211663.0,3383.0,85.86873620667272,95.10823727860557,9.23950107193285,62.56665681347916,13532000.0,21166300.0,-7634300.0
87.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,217546.0,214149.0,3397.0,86.87727184213942,95.5018273826258,8.624555540486384,63.04062408007065,13588000.0,21414900.0,-7826900.0
88.0,2501.0,2493.0,8.0,99.68012794882047,0.3198720511795301,220047.0,216642.0,3405.0,87.88864728028041,95.72673601349452,7.838088733214107,63.62466960352423,13620000.0,21664200.0,-8044200.0
89.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,222547.0,219128.0,3419.0,88.89718291574711,96.12032611751476,7.223143201767655,64.09125475285171,13676000.0,21912800.0,-8236800.0
90.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,225048.0,221613.0,3435.0,89.90531286511748,96.57014337925217,6.664830514134692,64.51615720524018,13740000.0,22161300.0,-8421300.0
91.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,227548.0,224099.0,3449.0,90.9138485005842,96.96373348327242,6.049884982688226,64.97506523630038,13796000.0,22409900.0,-8613900.0
92.0,2501.0,2492.0,9.0,99.64014394242304,0.3598560575769625,230049.0,226591.0,3458.0,91.92481825262884,97.21675569299971,5.291937440370873,65.52660497397339,13832000.0,22659100.0,-8827100.0
93.0,2500.0,2481.0,19.0,99.24,0.7600000000000051,232549.0,229072.0,3477.0,92.93132545761392,97.7509136913129,4.81958823369898,65.88208225481738,13908000.0,22907200.0,-8999200.0
94.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,235050.0,231555.0,3495.0,93.93864403479164,98.2569581107675,4.318314075975863,66.25321888412017,13980000.0,23155500.0,-9175500.0
95.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,237550.0,234045.0,3505.0,94.94880241464365,98.53809389935338,3.589291484709733,66.77460770328102,14020000.0,23404500.0,-9384500.0
96.0,2501.0,2484.0,17.0,99.32027189124351,0.6797281087564926,240051.0,236529.0,3522.0,95.9565266779177,99.0160247399494,3.0594980620317074,67.15758091993186,14088000.0,23652900.0,-9564900.0
97.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,242551.0,239020.0,3531.0,96.96709074386602,99.26904694967669,2.3019562058106686,67.69187199093741,14124000.0,23902000.0,-9778000.0
98.0,2501.0,2494.0,7.0,99.72011195521792,0.2798880447820835,245052.0,241514.0,3538.0,97.97887186810334,99.46584200168681,1.486970133583469,68.26286037309214,14152000.0,24151400.0,-9999400.0
99.0,2500.0,2494.0,6.0,99.76,0.23999999999999488,247552.0,244008.0,3544.0,98.99065299234064,99.63452347483835,0.6438704824977037,68.85101580135441,14176000.0,24400800.0,-10224800.0
100.0,2501.0,2488.0,13.0,99.48020791683327,0.5197920831667346,250053.0,246496.0,3557.0,100.0,100.0,0.0,69.2988473432668,14228000.0,24649600.0,-10421600.0
